iter	Logloss
715	0.06700462539
716	0.06698885658
717	0.06695240144
718	0.06693812912
719	0.06691688517
720	0.06690005864
721	0.06687251589
722	0.06684871078
723	0.06682840709
724	0.06680185154
725	0.06677824727
726	0.06673965209
727	0.06671635797
728	0.06669217719
729	0.06665628758
730	0.06663082178
731	0.06661797013
732	0.06658932295
733	0.06657032727
734	0.06655131602
735	0.06653231554
736	0.06652342989
737	0.06651110956
738	0.06647713936
739	0.06645808121
740	0.06642623507
741	0.06641415968
742	0.06641091265
743	0.06639234417
744	0.06638366322
745	0.0663765418
746	0.06636120209
747	0.06632175783
748	0.06629738814
749	0.06627166302
750	0.06625954323
751	0.06623778404
752	0.06620832601
753	0.06619812981
754	0.06617309194
755	0.06615706705
756	0.06612643878
757	0.06611701074
758	0.06610591023
759	0.06609013196
760	0.06607121926
761	0.06605098672
762	0.06601176748
763	0.06599980009
764	0.06596341164
765	0.06592421939
766	0.06589607073
767	0.06586250328
768	0.06582557117
769	0.0657924506
770	0.06577126146
771	0.0657422974
772	0.06571675133
773	0.06570538877
774	0.06569981857
775	0.0656795428
776	0.06566528592
777	0.06566102928
778	0.06564589476
779	0.0655995556
780	0.06552959825
781	0.06551634149
782	0.0654984744
783	0.06547413577
784	0.06545179984
785	0.0654472561
786	0.06542919405
787	0.06540442956
788	0.06537954104
789	0.06534777673
790	0.0653302115
791	0.0652993711
792	0.06527369404
793	0.06525978814
794	0.06523588631
795	0.06519528202
796	0.06517473105
797	0.06515305044
798	0.06514062555
799	0.06512427344
800	0.0651006483
801	0.06508163348
802	0.0650261987
803	0.06500261434
804	0.0649795999
805	0.06492328946
806	0.06490586567
807	0.06487869047
808	0.06485722308
809	0.06482717182
810	0.06480623092
811	0.06478595686
812	0.06477807033
813	0.06476423339
814	0.06474614545
815	0.06472770689
816	0.06471785277
817	0.06463851771
818	0.06462107448
819	0.064599146
820	0.06456491287
821	0.06455654295
822	0.06454506414
823	0.06453020768
824	0.06449938633
825	0.06448167744
826	0.06445079037
827	0.06443495954
828	0.06442606944
829	0.0644161996
830	0.06439796628
831	0.06437327544
832	0.06435348885
833	0.06433623535
834	0.06432342791
835	0.06431388448
836	0.06429738159
837	0.06427147904
838	0.06426359661
839	0.06425182455
840	0.06423521146
841	0.06421204491
842	0.06417964148
843	0.06416501036
844	0.06415903894
845	0.06414887968
846	0.06410574798
847	0.06407932761
848	0.06405309232
849	0.06404048085
850	0.0640165823
851	0.06400108447
852	0.06397207926
853	0.06393740506
854	0.0639254828
855	0.06390108517
856	0.0638828489
857	0.06386871542
858	0.06385625605
859	0.06382543526
860	0.06379364064
861	0.0637703094
862	0.06373769109
863	0.06365377318
864	0.06362994653
865	0.06360727367
866	0.06358512922
867	0.06356147319
868	0.06353713373
869	0.06352010036
870	0.06349083708
871	0.0634716769
872	0.06345537242
873	0.0634409894
874	0.06342804062
875	0.06340767413
876	0.06338826088
877	0.06338660885
878	0.06336697802
879	0.06335396095
880	0.06333592367
881	0.06331595162
882	0.06329429166
883	0.06326962155
884	0.06325986202
885	0.06325063141
886	0.06324236056
887	0.06323698715
888	0.06323344493
889	0.0632279457
890	0.06321342963
891	0.06318034506
892	0.06315851036
893	0.06312782961
894	0.06309844027
895	0.06306646621
896	0.06303626913
897	0.0630055565
898	0.06299699165
899	0.06298718182
900	0.0629725757
901	0.06295135181
902	0.06293101052
903	0.06288935386
904	0.06286232102
905	0.06282870786
906	0.06279776412
907	0.06278639349
908	0.06276134313
909	0.06272892378
910	0.06271145572
911	0.06267534826
912	0.06265556784
913	0.06260503959
914	0.0625975592
915	0.06257213733
916	0.06256548464
917	0.06255306443
918	0.06250742998
919	0.06249447802
920	0.06247406653
921	0.06244724983
922	0.0624207581
923	0.06239871485
924	0.06238191731
925	0.06235719315
926	0.06233659075
927	0.06231390227
928	0.06229132859
929	0.06227693306
930	0.06225830419
931	0.06225160347
932	0.06221820617
933	0.06221001064
934	0.06219141021
935	0.06218187525
936	0.06217223311
937	0.06215656298
938	0.06215019254
939	0.06212662591
940	0.0621201758
941	0.06209230051
942	0.06207862449
943	0.06205162081
944	0.06203992628
945	0.06203238115
946	0.06202108951
947	0.06200762046
948	0.0620019275
949	0.06198574375
950	0.06196795214
951	0.06194903329
952	0.06189989478
953	0.0618607521
954	0.0618290396
955	0.06181369351
956	0.06179402674
957	0.06177494881
958	0.0617548257
959	0.06174446873
960	0.06171798064
961	0.06166112581
962	0.06163756943
963	0.06163256028
964	0.06162842995
965	0.06162251045
966	0.06161365072
967	0.06158519849
968	0.06157428232
969	0.06156187635
970	0.06154791179
971	0.06152704001
972	0.06150350851
973	0.06150036362
974	0.06147484993
975	0.06144623455
976	0.06143006984
977	0.06141202423
978	0.06138334722
979	0.061379065
980	0.0613577462
981	0.0613491859
982	0.06132531844
983	0.06128156433
984	0.06126059718
985	0.06124367474
986	0.0612127919
987	0.06119672658
988	0.0611821844
989	0.06116120646
990	0.06112822495
991	0.06110274986
992	0.0610812937
993	0.0610599946
994	0.06103774454
995	0.06102979979
996	0.06101948248
997	0.0610143018
998	0.06100784391
999	0.06099754562
