iter	Logloss
0	0.5936831804
1	0.49563773
2	0.438355072
3	0.3899936173
4	0.355385088
5	0.3251601296
6	0.3029639541
7	0.2833247344
8	0.2610871078
9	0.2404777966
10	0.2290234348
11	0.215537656
12	0.2079075216
13	0.2014291701
14	0.1945701669
15	0.1867812224
16	0.182754533
17	0.1793918851
18	0.1754205909
19	0.1711912211
20	0.1683454278
21	0.1657057667
22	0.1627485424
23	0.1607204124
24	0.1588376921
25	0.1563514431
26	0.1544862313
27	0.1528243407
28	0.1492564407
29	0.1480166192
30	0.1453674843
31	0.1444407312
32	0.1431017948
33	0.1400592468
34	0.1373435046
35	0.1367897228
36	0.1359954058
37	0.1353375473
38	0.1345691014
39	0.1340257497
40	0.1331988536
41	0.1324608916
42	0.1314166083
43	0.1309439506
44	0.1301697999
45	0.1294124929
46	0.1278377566
47	0.1268901589
48	0.1264093883
49	0.1251906899
50	0.1246718486
51	0.1234511516
52	0.1224335094
53	0.1215306827
54	0.1205348357
55	0.1201846681
56	0.1198277567
57	0.1194182979
58	0.1186970219
59	0.1180307919
60	0.1177092595
61	0.1171521827
62	0.1165985085
63	0.1155119865
64	0.114858702
65	0.1144393611
66	0.1136979355
67	0.1133213448
68	0.1130518303
69	0.1123690209
70	0.1119022621
71	0.1116216056
72	0.1111967846
73	0.1107910422
74	0.1105377978
75	0.1097500676
76	0.1094000003
77	0.1091120001
78	0.1084419206
79	0.1082245948
80	0.1074906052
81	0.1070863323
82	0.1069197515
83	0.1066508928
84	0.1064448438
85	0.1054487648
86	0.1052396382
87	0.1050184157
88	0.1048738975
89	0.1044387572
90	0.1042330311
91	0.1041524157
92	0.1039267466
93	0.1037286631
94	0.1031767545
95	0.1030831124
96	0.102913775
97	0.1027723027
98	0.1024827216
99	0.1020787989
100	0.1018905197
101	0.1017671846
102	0.1013653109
103	0.1011426517
104	0.1008281953
105	0.1005266177
106	0.1001997865
107	0.09990165234
108	0.09957221784
109	0.09929010892
110	0.09904519469
111	0.09891035567
112	0.09847910422
113	0.09822181942
114	0.09801109914
115	0.09777919802
116	0.09766733567
117	0.0974447392
118	0.09728923607
119	0.09698056758
120	0.09694130448
121	0.09684920966
122	0.09635479803
123	0.09623777176
124	0.09606319698
125	0.09596891643
126	0.09584978891
127	0.09553541512
128	0.09542758535
129	0.0953498428
130	0.09517774049
131	0.09510964864
132	0.09480929145
133	0.09463284795
134	0.09442987898
135	0.09422565675
136	0.09409464618
137	0.09398116803
138	0.09375687497
139	0.09364459349
140	0.09344416546
141	0.09331974343
142	0.09325146092
143	0.09310562615
144	0.09298678281
145	0.09282579115
146	0.09260411427
147	0.09255767333
148	0.09229491287
149	0.09218574831
150	0.09204550795
151	0.09192858189
152	0.09182536459
153	0.09167246147
154	0.09162196947
155	0.09159109554
156	0.09150700123
157	0.09137472717
158	0.09126481585
159	0.09121337032
160	0.09117681898
161	0.09107853551
162	0.09097298322
163	0.09090406203
164	0.09081705655
165	0.09068161292
166	0.09061738351
167	0.09056303612
168	0.09033103219
169	0.09023512954
170	0.09015046178
171	0.08995645916
172	0.0899037647
173	0.08975875014
174	0.0897215598
175	0.08961857776
176	0.08951547277
177	0.08935333061
178	0.08923923343
179	0.08914279301
180	0.08907391484
181	0.0889180205
182	0.08886237164
183	0.08879641948
184	0.08871167438
185	0.08866519576
186	0.08855247708
187	0.08846784933
188	0.08837238834
189	0.08833731229
190	0.08826505507
191	0.08823223663
192	0.08816027863
193	0.08805623651
194	0.08798235614
195	0.08788396337
196	0.08779287668
197	0.08771780695
198	0.0876387948
199	0.08757571298
200	0.087475125
201	0.08744628719
202	0.08739206584
203	0.08725713078
204	0.08719074486
205	0.08710351775
206	0.08701741295
207	0.08690079661
208	0.08684784482
209	0.08672288221
210	0.08667078393
211	0.08654281217
212	0.08639708862
213	0.08635332029
214	0.08620597266
215	0.08612478837
216	0.08605502343
217	0.08599956148
218	0.0859655984
219	0.08584125817
220	0.08568648893
221	0.08556158635
222	0.08551037457
223	0.08546086999
224	0.08542170647
225	0.08539878244
226	0.08534724079
227	0.08529281757
228	0.08518804682
229	0.08514997598
230	0.08512844425
231	0.08509630086
232	0.08500779213
233	0.08494030138
234	0.08489192089
235	0.08482673573
236	0.08474276575
237	0.08472550357
238	0.0846874117
239	0.08455170373
240	0.08446389162
241	0.08437983429
242	0.08433052614
243	0.08423203064
244	0.08418968898
245	0.08409677716
246	0.0840536636
247	0.08396290393
248	0.08390951175
249	0.08385951492
250	0.08378865546
251	0.08374359019
252	0.08367625532
253	0.08363743649
254	0.08358161638
255	0.08346071217
256	0.08337306452
257	0.08332336973
258	0.08327189507
259	0.08315744132
260	0.08289433213
261	0.08286623257
262	0.08272217122
263	0.08269313232
264	0.08264152811
265	0.08259355434
266	0.08257709333
267	0.08246351843
268	0.08238658119
269	0.08229321356
270	0.08219400175
271	0.08214738639
272	0.08210367101
273	0.08200043862
274	0.08198306986
275	0.08186368717
276	0.08180956176
277	0.08176867465
278	0.08168708709
279	0.0816434924
280	0.08159891839
281	0.08155424339
282	0.08148644566
283	0.08144222901
284	0.08140709176
285	0.08136814919
286	0.08133631654
287	0.08131892265
288	0.08127829202
289	0.08120188219
290	0.08116023824
291	0.08103553008
292	0.08094591368
293	0.08092247246
294	0.08084315685
295	0.08079606606
296	0.08076073745
297	0.08074746253
298	0.08071460066
299	0.08069026847
300	0.08066454598
301	0.08063344105
302	0.08053711569
303	0.08049941701
304	0.08044392427
305	0.08042010674
306	0.08039768256
307	0.08036630401
308	0.08028762717
309	0.08023032018
310	0.0801850422
311	0.08015680142
312	0.08012308759
313	0.07999502481
314	0.07995189905
315	0.07991473496
316	0.07989789444
317	0.07985155181
318	0.07981094544
319	0.07976514683
320	0.07969801105
321	0.07968582949
322	0.07966043114
323	0.07961792245
324	0.07959695967
325	0.07954549371
326	0.07948969976
327	0.07944323279
328	0.07941423242
329	0.07939148435
330	0.07933963758
331	0.07930775886
332	0.07927030511
333	0.07924391
334	0.0791456911
335	0.07912680315
336	0.07909317474
337	0.07905542102
338	0.07901919798
339	0.07898183739
340	0.07890004802
341	0.07885267486
342	0.07881928118
343	0.07877091358
344	0.07875342289
345	0.07870243065
346	0.07866098417
347	0.07861938681
348	0.07858340551
349	0.0785512134
350	0.07853719646
351	0.07852904638
352	0.07849407973
353	0.07844657912
354	0.07835365109
355	0.07826328891
356	0.07821523854
357	0.07815037665
358	0.07811824828
359	0.07806840786
360	0.07801318515
361	0.07796548889
362	0.07793097322
363	0.07785111863
364	0.07779364613
365	0.07775599578
366	0.07765433304
367	0.07760072324
368	0.07756716259
369	0.07753136419
370	0.07749392091
371	0.07744391005
372	0.07741855197
373	0.0774034481
374	0.07726263119
375	0.0771748136
376	0.07712436826
377	0.07710470049
378	0.07708986848
379	0.07707975226
380	0.0770525723
381	0.07703146212
382	0.0769967906
383	0.07695844158
384	0.07691933872
385	0.07690681271
386	0.07684272764
387	0.07677307363
388	0.0767152887
389	0.07668805826
390	0.0766393905
391	0.07660568288
392	0.07655207838
393	0.07650484528
394	0.07643979831
395	0.07641227158
396	0.07637791467
397	0.07633343902
398	0.07629574439
399	0.07624781815
400	0.07622275087
401	0.07619162726
402	0.07614648262
403	0.07611971434
404	0.07610157405
405	0.07606484197
406	0.07595922633
407	0.07593816235
408	0.07592400266
409	0.07588618405
410	0.0758405586
411	0.07580912476
412	0.07578783288
413	0.07577058442
414	0.07575251722
415	0.07570408122
416	0.07567410843
417	0.07562867412
418	0.07557771597
419	0.07554964819
420	0.07550530217
421	0.07541200862
422	0.07538332605
423	0.0753628642
424	0.07533077947
425	0.07527660918
426	0.07524697974
427	0.07521429434
428	0.07517015266
429	0.07514668866
430	0.07507358382
431	0.07504076651
432	0.07499596292
433	0.07497259332
434	0.07491294593
435	0.07485737569
436	0.07479367463
437	0.07476879078
438	0.07453040168
439	0.07449460156
440	0.07447971917
441	0.07443406816
442	0.07439288061
443	0.07434747091
444	0.07431105636
445	0.07427339033
446	0.07425312551
447	0.07414979406
448	0.07411609758
449	0.07407176902
450	0.07404591302
451	0.07401769877
452	0.07397308992
453	0.07394123184
454	0.07392454503
455	0.07389302517
456	0.07387009156
457	0.07384035469
458	0.07379468309
459	0.07375884185
460	0.07371578174
461	0.07368939645
462	0.07364316661
463	0.07363113568
464	0.07358894957
465	0.07355974913
466	0.07353734985
467	0.07351280934
468	0.0734991171
469	0.07349233545
470	0.07348646656
471	0.07347126313
472	0.07344724801
473	0.0734327436
474	0.07340855346
475	0.0733641054
476	0.07335378154
477	0.07333381677
478	0.07331331892
479	0.07328079485
480	0.07325700355
481	0.07323474958
482	0.07321515124
483	0.07318244923
484	0.07315044257
485	0.07312625523
486	0.07310407439
487	0.07308273329
488	0.0730706112
489	0.07305624033
490	0.07303469918
491	0.07301605349
492	0.07298824548
493	0.07297575868
494	0.07294140154
495	0.0729128495
496	0.07287561761
497	0.07286511406
498	0.07283065173
499	0.07278334272
500	0.07274207231
501	0.07271689922
502	0.07268357331
503	0.0726539018
504	0.07263764165
505	0.07262450395
506	0.07258125834
507	0.07256161774
508	0.07254595229
509	0.07253736631
510	0.07250897013
511	0.07246960539
512	0.07243619818
513	0.07240910447
514	0.07238983311
515	0.07237180608
516	0.0723411448
517	0.07231942451
518	0.0723027407
519	0.07227267847
520	0.07223597871
521	0.07220882882
522	0.07219934723
523	0.07218067444
524	0.07215110457
525	0.07213624784
526	0.07210266509
527	0.07203844105
528	0.07200163774
529	0.07192514505
530	0.07190709895
531	0.07189454661
532	0.07187471518
533	0.07184824859
534	0.07182945486
535	0.07179436267
536	0.07177551482
537	0.07175977957
538	0.07174755058
539	0.07173671468
540	0.0717224886
541	0.07166602779
542	0.07164298488
543	0.07161305582
544	0.07158875863
545	0.07154604055
546	0.07152262471
547	0.07148344842
548	0.07140640849
549	0.07136582557
550	0.07132310698
551	0.07128469689
552	0.07125013786
553	0.07123692134
554	0.07120913572
555	0.07117211673
556	0.07115919547
557	0.07113546939
558	0.07112725209
559	0.07110955285
560	0.07108826783
561	0.07107996209
562	0.0710353588
563	0.07101815675
564	0.07098290738
565	0.07097377189
566	0.07095033651
567	0.07091751766
568	0.07089740033
569	0.07087277121
570	0.07084641922
571	0.07080366851
572	0.07078071618
573	0.07069857627
574	0.0706684174
575	0.07065917737
576	0.07061737211
577	0.07059558891
578	0.07058949278
579	0.07057811397
580	0.07056408184
581	0.07055593108
582	0.07051715092
583	0.07048009126
584	0.07041280737
585	0.07038203934
586	0.07035073953
587	0.07034080939
588	0.07032042597
589	0.07031798863
590	0.07025214232
591	0.07021284749
592	0.07019890545
593	0.07018271901
594	0.07017497972
595	0.07016501792
596	0.07014822402
597	0.07013461041
598	0.07011427433
599	0.07006569935
600	0.07005537771
601	0.07002360332
602	0.0700049587
603	0.06998209096
604	0.06991505344
605	0.06989212381
606	0.06985767359
607	0.06981383632
608	0.06978793884
609	0.06974870617
610	0.06971309053
611	0.06965226877
612	0.06964115582
613	0.06962928258
614	0.0695799057
615	0.06955383021
616	0.06953102748
617	0.06945162974
618	0.06944187944
619	0.06943332295
620	0.06942131931
621	0.06939871302
622	0.0693861548
623	0.06935638155
624	0.06933204237
625	0.06928256388
626	0.06925447699
627	0.0692049931
628	0.06918648472
629	0.0691562205
630	0.06913045196
631	0.06911997958
632	0.06909938681
633	0.06907751662
634	0.06903556566
635	0.06900477386
636	0.06897836959
637	0.06895363831
638	0.06892716717
639	0.06891346768
640	0.06888803866
641	0.06887060234
642	0.06886442446
643	0.06883767188
644	0.06881603026
645	0.06879161288
646	0.06877751672
647	0.06877093098
648	0.0687618741
649	0.06873969065
650	0.06872828819
651	0.06861699091
652	0.06859353243
653	0.06857818519
654	0.0685353933
655	0.06850584783
656	0.06848456235
657	0.06846124747
658	0.06843905522
659	0.06842241815
660	0.06840898876
661	0.06837582419
662	0.06835272093
663	0.06833267144
664	0.06832353968
665	0.06829984647
666	0.06828036616
667	0.06826392143
668	0.06825403253
669	0.06823411511
670	0.0682029169
671	0.06817936762
672	0.0681665665
673	0.06810865509
674	0.06807574337
675	0.06806049953
676	0.06804934137
677	0.06802124329
678	0.06801477577
679	0.06799970451
680	0.06796126552
681	0.06794610653
682	0.06790714473
683	0.067888626
684	0.06786665566
685	0.06783623858
686	0.06781773191
687	0.06779914982
688	0.06774022681
689	0.06772954433
690	0.06770228457
691	0.0676805001
692	0.06766013938
693	0.06763665865
694	0.06761412828
695	0.06758952515
696	0.06757323612
697	0.06754980367
698	0.06752152086
699	0.06751196543
700	0.06748011476
701	0.06745609982
702	0.06743693313
703	0.06740639254
704	0.06736755982
705	0.06733178831
706	0.06724323838
707	0.06719814572
708	0.06717776373
709	0.06714242627
710	0.06711523221
711	0.06707016395
712	0.067056958
713	0.06704538008
714	0.06702489598
